suurus_m2;hind_m2_eur;muugi_hind_eur
18;3173,81;66076
99;3026,84;303957
19;3550,92;66144
22;3774,17;88265
20;3365,19;63844
21;3374,69;77537
31;3554,85;102815
18;3535,3;61234
21;3191,95;76862
22;3226,8;79948
28;3451,69;99857
18;3469,35;65875
24;3445,55;87548
18;3767,14;65563
19;3041,86;56698
19;3276,74;55685
18;3317,53;60260
31;3169,89;99523
18;3345,45;55846
18;3579,5;60984
18;3318,4;66765
18;3281,7;57978
18;3312,35;62592
18;3053,67;54322
18;3615,47;66190
18;3157,18;53357
37;3293,16;114459
18;3587,89;63626
18;3539,32;57325
18;3491,82;64196
18;3404,64;68270
18;3120,53;58546
23;3289,2;75729
18;3414,72;57910
19;3487,7;69358
18;3739,86;79755
19;3354,48;65599
18;3729,84;60982
18;3753,93;69960
19;3606,61;67241
18;3274,92;50976
19;3428,53;62718
31;3288,34;106751
18;3358,77;57211
18;3510,73;72658
18;3299,24;64274
18;3397,74;59379
19;3822,03;74180
24;3447,26;89779
18;3338,16;63672
18;3489,63;68390
18;3755,04;61082
29;3528,52;98595
18;3587,02;65651
18;3254,13;52036
18;3530,64;68541
22;3575,85;82299
18;3393,97;64679
19;3293,68;62908
19;3423,13;63400
19;3396,56;69221
20;3551,43;64345
19;3640,61;70484
18;3464,34;54103
20;3440,28;68708
18;3671,38;57980
18;3442,34;67289
18;3164,23;57392
18;3385,88;61475
18;3579,9;66652
18;3427,91;65462
18;3048,71;64183
18;3250,3;61019
18;3274,19;67565
19;3498,61;63491
18;3615,51;70321
26;3408,94;84822
20;3392,9;71946
19;3299,29;66743
19;3621,88;67560
21;3389,84;74438
19;3711,77;74115
20;3335,78;66988
18;3364,73;66758
18;3568,47;63537
18;3198,56;60610
18;3534,96;57668
18;3552,46;64532
24;3387,29;73423
20;3414,61;64322
18;3447,48;63088
18;2967,3;58080
34;3273,26;106339
18;3717,84;67537
19;3626,65;64067
20;3472,42;70931
21;3394,08;72735
19;3600,66;70994
18;3697,5;61171
25;3298,58;70747
20;3389,86;71750
26;3272,62;83958
19;2930,81;57340
18;3535,48;68354
18;3366,62;56447
22;3116,34;69875
18;2965,93;47767
18;3513,29;63632
22;3427,37;78938
18;3267,92;59968
18;3336,55;66199
39;2974,8;119549
18;3304,88;59998
18;3254,17;61745
18;3437,84;61054
50;3267,91;163638
19;3389,59;69847
18;3544,19;58350
18;3512,86;67254
18;3292,34;46836
18;3342,11;60978
27;3416,43;93502
18;3472,23;66903
24;2998,72;61461
18;3548,66;69602
18;3435,56;65036
25;3404,77;86891
18;3632,9;63974
19;3428,02;68794
18;3281,64;53147
18;3576,77;60925
18;3409,17;66331
18;3218,69;62394
18;3653,27;64078
31;3460,96;108457
18;3407,25;64986
18;3283,46;53267
18;2994,41;49935
18;3471,75;60533
18;3478,91;59525
21;3183,81;56920
18;3581,32;62673
18;3295,16;60087
20;3581,61;65117
19;3704,62;77924
19;3602,4;67127
18;3438,44;58376
18;3500,78;55225
21;3722,07;86887
18;3266,58;56670
18;3341,78;57815
18;3451,1;70249
18;3521,42;62119
18;3542,54;64890
18;3689,24;67076
18;3566,15;64045
18;3563,49;64167
18;3665,85;60005
18;3332,54;55319
18;3003,94;58264
18;3202,88;49485
20;3334,1;66269
18;3272,99;56497
30;3256,05;104535
18;3521,67;67197
21;3345,43;67445
19;3358,13;62229
18;3554,96;63295
18;3623,76;67921
18;3189,76;65636
18;3254,15;55429
25;3324,77;80451
18;3651,74;68775
19;3132,1;55869
56;3312,5;187543
18;3512,86;64440
18;3573,06;69035
19;3075,39;62782
19;3397,86;72246
18;3206,78;61018
18;3523,56;69668
19;3493,68;67225
25;3173,5;77955
18;3544,03;55423
18;3157,75;52095
20;3388,32;61820
18;3484,31;58922
18;3398,75;62924
18;3377,71;67995
18;3325,1;55780
21;3692,47;68871
18;3516,04;63051
21;3142,87;55467
18;3808,95;62208
19;3541,81;72665
18;3309,99;60071
18;3392,96;61309
18;3481,8;61179
18;3613,22;73020
18;3378,97;52670
18;3317,24;63074
43;3221,85;137358
20;3430,2;67712
20;3414,64;61069
18;3207,91;59621
18;3478,29;63985
18;3677,08;70232
20;3500,44;67119
20;3385,3;72787
18;3517,3;66737
107;2811,55;298362
18;3323,66;69929
18;3054,35;56840
22;3138,29;63583
27;3282,12;84495
28;3689,92;105510
21;3366,22;69529
18;3347,88;65771
18;3507,51;63793
18;3095,13;52843
18;2959,24;48790
18;3563,14;59772
18;3219,39;56312
132;3030,68;400901
18;3206,68;57517
18;3549,96;62560
19;3185,38;56791
23;3144,49;75663
18;3593,39;64068
19;3637,84;73256
18;3289,26;57816
19;3214,96;62033
18;3259,98;56872
18;3252,61;62586
18;3340,08;49378
18;3591,14;65827
19;3348,35;64911
18;3633,76;71659
18;3269,64;62771
26;3296,11;85709
21;3236,09;64462
18;3433,67;58102
19;3241,24;69221
18;3236,01;58505
19;3390,93;57219
18;3359,7;59858
18;3220,84;57818
19;3706,82;61103
19;3485,07;69670
18;3354,58;68237
18;2955,49;49881
18;3410,68;66037
18;3445,64;56687
18;3669,74;63760
18;3332,05;73006
18;3690,76;63374
18;3435,19;61297
19;3268,79;60377
19;3696,4;67477
18;3455,42;56276
21;3597,78;68049
18;3679,32;64045
18;3257,69;63662
18;3447,85;60592
19;3482,45;68629
19;3660,63;66316
20;3158,15;62368
18;3727,76;65196
22;3460,01;81498
18;3370,26;59566
18;3622,97;64684
20;3707,89;76632
18;3544,46;76414
19;3468,6;64266
20;3322,45;70005
19;3385,7;61413
18;3490,98;71105
18;3747,68;67895
19;3498,29;62175
18;3440,69;58749
18;3351,57;61063
18;3628,52;71123
18;3401,57;54602
18;3544,89;58227
18;3122,29;48653
18;3249,46;57314
19;3528,79;60040
18;3419,16;61705
18;3688,89;68797
18;3129,18;61897
18;3174,54;54725
18;3027,44;53773
18;3498,24;63451
31;3275,88;100763
18;3113,06;55940
18;3274,64;59529
18;3464,32;59766
18;3662,95;69279
20;3124,66;56206
19;3260,32;58279
20;3535,12;71331
18;3123,32;54134
20;3530,52;72782
20;3335,15;63698
18;3529,3;67480
18;3475,2;62506
24;3322,52;83912
18;3206,56;55158
18;3219,5;51400
18;3375,96;71086
18;3789,42;74033
18;3782,29;75120
18;3765,52;66873
18;3346,56;65275
18;3409,46;58547
18;3396,07;53951
18;3416,27;51268
18;3242,9;59544
18;3492,34;60198
21;3441,5;76235
18;3350,62;62598
18;3459,4;57516
19;3609,29;57570
18;3461,5;61741
18;3423,59;62142
22;3108,66;62736
18;3628,4;70719
18;3811,59;73941
20;3604,43;71862
18;3431,99;57610
20;3487,55;65175
18;3351,57;61164
18;3300,02;62649
18;3209,05;66408
18;3379,33;62623
19;3437,36;64104
18;3525,16;64912
20;2957,67;55863
18;3679,28;61608
18;3485,3;63752
24;3369,84;77473
20;3454,97;68663
18;3491,68;63285
18;3418,49;56015
18;3803,84;73162
20;3442,68;63286
18;3414,55;60785
18;3601,71;62191
18;3623,88;58467
20;3365,6;57553
19;3541,89;68359
18;3203,52;58186
23;3402,52;73271
21;3259,65;67320
18;3506,07;67898
18;3128,9;52246
18;3667,01;64989
18;3250,89;59324
35;3322,79;117527
24;3137,11;67806
19;3279,19;70557
19;3430,39;63930
18;3462,26;70732
18;3536,31;66728
21;3216,37;64324
18;3357,6;60523
18;3163,63;62908
18;3279,09;55268
43;3041,64;134142
18;3553,82;66737
18;3472,33;52885
19;3460,39;70332
26;3646,19;88367
18;3282,18;61480
18;3471,23;60012
18;3551,96;65080
19;3310,9;64200
21;3374,08;64638
18;3210,79;52986
18;3821,46;67093
30;2896,32;91325
19;3254,02;66457
18;3622,23;62078
18;3499,15;60653
18;3642,67;61767
18;3624,55;65183
19;3515,35;62266
18;3351,24;59961
21;3420,63;68594
18;3686,51;70679
18;3246,5;54995
21;3408,54;72145
18;3635,9;64511
19;3716,43;65035
19;3353,32;62060
18;2930,3;58365
19;3061,05;57057
18;3270,09;56261
19;3564,16;75361
19;3074,01;61904
18;3686,88;65364
18;3380,04;60111
18;3375,36;58967
18;3353,77;56807
18;3324,26;51081
19;3388,91;67460
18;3308,19;57151
19;3902,31;78116
18;3458,18;53815
18;3618,15;66488
18;3705,77;68321
18;3487,01;69265
73;3317,41;242992
18;3400,79;54526
18;3313,01;56042
25;3201,88;87743
19;3469,79;62472
19;3363,58;67943
18;3440,36;71113
18;3572,08;61194
18;3045,32;51909
21;3611,86;80481
22;3204,26;70429
18;2902,3;51913
18;3722,63;66941
18;3171,07;52121
18;3100,69;56275
18;2925,36;58799
20;3516,07;71601
18;3374,26;61443
18;3437,55;63315
18;3210,28;52734
18;3177,31;56127
20;3350,7;69680
19;3738,47;64990
18;3354,41;65276
18;3514,54;63838
19;3488,71;63449
18;3511,18;64679
21;3607,39;78335
18;3434,53;71307
18;3418,35;55300
18;3373,58;63489
18;3602,99;67788
18;3509,89;65051
19;2958,64;55805
23;3235,69;74814
30;3283;99701
19;3088,62;58080
18;3754,54;66049
18;3564,54;59159
18;3536,89;69747
18;3557,66;64613
18;3406,92;65856
18;3516,54;67429
18;3469,02;63144
24;3397,19;82012
18;3635,58;59023
19;3805,06;75369
22;3637,51;77400
19;3484,09;58670
18;3189,57;49874
18;3488,89;63593
18;3026,87;53027
21;3210,44;68388
18;3543,57;60927
19;3519,88;68092
19;3364,29;61823
19;3473,77;59828
18;3541,1;64007
18;3418,22;56595
18;3776,04;80360
18;3371,77;58372
19;3559,26;67620
18;3465,53;57669
20;3470,46;68513
18;3570,16;69471
20;3459,73;70470
18;3309,7;56338
18;3867,79;80068
28;3237;86907
18;3687,28;63932
18;3371,81;66699
19;3398,02;54749
19;3380,82;60817
21;3235,82;63550
19;3282,81;62167
18;3075,49;45468
18;3732,32;67331
18;3100,58;58967
18;3261,89;55091
18;3626,57;66224
18;3575,23;69843
18;3621,14;65341
43;3249,07;141839
18;3424,39;56598
18;3270,91;63546
29;3272,41;96042
19;3367,54;57440
18;3343,5;56750
18;3612,85;64813
24;3498,03;83565
18;3467,96;66924
19;3501,48;59234
21;3056,7;71471
26;3508,11;87847
18;3384,57;50876
18;3317,76;72573
19;3421,22;67245
18;3660,31;58855
19;3375,09;64067
18;3385,97;59939
21;3256,73;71851
19;3311,74;68452
109;3134,56;347759
18;3320,53;62118
18;3238,65;58008
18;3678,18;69405
19;3294,73;68432
18;3263,07;57383
19;3308,5;69961
18;3668,3;69801
18;3625,81;58674
18;3551,34;71172
18;3405,33;57351
18;3327,09;55524
18;3563,65;67967
32;3234,1;104964
18;3598,25;53258
24;3367,08;82075
18;3433,92;62729
18;3618,84;66676
21;3230,96;68743
18;3203,49;57133
24;3477,04;76032
18;3529,2;59709
18;3379,75;56435
21;3336,78;79785
18;3571,12;62502
18;3464,23;65972
18;3476,23;57523
28;3412,17;93462
21;3238,63;70598
18;3168,82;61064
18;3490,34;70555
20;3232,5;60635
23;3244,76;75429
18;3648,19;69046
18;3537,31;67372
18;3596,48;69095
18;3182,7;57016
18;3375,64;60417
19;3317,42;63888
18;3226,47;59736
19;3386,58;57100
21;3058,05;71714
18;3491,13;66561
20;3466,76;73611
19;3196,33;60712
18;3239,42;52249
19;3603,35;63774
20;3185,1;64351
18;3344,5;57818
18;3528,16;66866
22;3453,94;75492
18;3456,55;65102
18;3509,42;68896
19;3499,15;70277
232;2489,62;583098
23;3365,8;78235
50;3147,84;150652
20;3734,14;66185
23;3300,97;76181
18;3291,64;54067
18;3109,79;56631
18;3182,87;55880
18;3485,91;69280
18;3790,63;62591
18;3552,08;61129
21;3265,61;74166
18;3460,15;67700
22;3127,89;67348
18;3229,29;54085
20;3227,24;67744
41;3042,42;126432
18;3190,22;66288
19;3359,75;68626
19;3426,2;67480
20;3339,32;70681
20;3620,5;83396
18;3103,24;56696
18;3305,05;67204
18;3205,89;52956
18;3668,86;62994
20;3168,61;48874
21;3640;68136
18;3728,46;62002
18;3149,83;56821
19;3450,27;57226
18;3352,02;67127
18;3356,12;58620
18;3407,51;57752
18;3342,65;63311
18;3071,43;57893
18;3194,69;55112
18;3316,66;63552
21;3621,86;72834
18;3765,67;62360
18;3407,01;59056
18;3532,3;62347
18;3140,13;54358
18;3279,76;55687
18;3472,51;70509
18;3322,51;58788
18;3501,67;64671
18;3344,47;62716
18;3385,75;57661
18;3323,27;57166
18;3377,17;62537
18;3377,49;71150
18;3464,09;55336
18;3132,72;56165
19;3350,49;57619
24;3429,98;88130
18;3483,19;62044
18;3257,48;57176
18;3534,7;68303
18;3390,74;62889
18;3347,73;54529
20;3410,81;62099
23;3466,37;81732
19;3389,15;68754
25;3281,63;76415
18;3570,27;62115
18;3319,31;62389
22;3744,47;83662
18;3302,91;71623
18;3353,09;68799
21;3187,5;60936
18;3502,12;61702
19;3308,96;70073
20;3701,77;77037
18;3571,39;57053
18;3650,38;67089
19;3714,27;75059
21;3373,24;74231
22;3373,8;71010
19;3588,06;74670
29;3328,08;87888
19;3492,9;70417
18;3386,06;57850
18;3542,29;65970
18;3461,45;67982
34;3583,31;113346
18;3604,23;67473
19;3544,38;62870
109;2896,62;320153
19;3349,65;60744
18;3214,41;49546
21;3361,25;75916
18;3761,87;66559
20;3047,69;55730
18;3428,78;55284
18;3233,72;59252
19;3514,34;52443
19;3452,71;67968
19;3396,04;66660
18;3200,22;60639
19;3574,15;68348
164;2613,83;430029
18;3420,68;71936
37;3241,74;125879
18;3443,09;65320
23;3412,95;83082
18;3258,41;65746
18;3329,28;62429
29;3135,1;88446
18;3601,3;67105
18;2982,29;51617
18;3406,46;49947
18;3849,37;62176
18;3599,19;62113
26;3168,5;78149
18;3548,69;59904
20;3622,3;68509
18;3229,72;57832
18;3500,06;67952
18;3409,04;53807
18;3381,59;59802
19;3493,11;67779
65;3266,25;217157
18;3658,16;61869
18;3610,47;68309
26;3237,26;85445
18;3106,79;56942
23;3581,08;83042
19;3519,79;70247
18;3207,8;61720
19;3542,29;68303
18;3593,96;60180
18;3248,59;56547
18;3455,92;62296
18;3498,53;58261
24;3434,56;83338
18;3719,43;59196
29;3327,99;97429
18;3319,33;58723
18;3275,14;50004
18;3227,85;62138
20;3222,54;59142
21;3104,86;68236
19;3804,89;80058
20;3377,3;60863
18;3962,77;65310
18;3242,52;58805
18;3356,26;62881
22;3197,81;66988
18;3234,27;59093
18;3476,52;64586
19;3323,34;71498
18;3004,55;60243
18;3375,19;67833
18;3452,54;58159
18;3318,82;58239
18;3252,4;62395
22;3302;69131
19;3335,27;61118
39;3500,71;136738
22;3459,76;77922
55;3137,11;171985
18;3296,72;61348
24;3311,32;71049
29;3494,11;96160
18;3338,37;60492
19;3263,02;67733
18;3502,66;53283
56;2947,56;156597
18;3527,59;63072
19;3261,36;58649
18;3386,65;67120
18;3157,43;61987
18;3492,47;59281
18;3487,1;62444
18;3678,69;67263
57;3330,68;189980
185;2977,28;549855
20;3272,17;63163
30;3258,63;97966
18;3508,16;65049
21;3498,55;66138
18;3283,68;60759
18;3560,9;58290
18;3438,06;61127
18;3493,15;60496
20;3268,1;69475
18;3464,82;68132
28;3498,68;95674
18;3401,65;66129
21;3956,69;86476
18;3335,57;59500
18;3494,39;59872
18;3328,57;61144
18;3579,04;58738
18;3591,68;60947
18;3468,75;65632
19;3307,84;67399
21;3372,13;67624
18;3307,97;61887
18;3570,66;63295
19;3425,4;64929
19;3285,43;63349
18;3685,86;67205
19;3523,76;62209
18;3159,36;59016
19;3344,19;62988
19;3227,52;65418
18;3471,75;64503
72;3308,21;241186
18;3359,38;66459
19;3411,1;60326
18;3575,32;65389
24;3448,07;86397
18;3776,51;72144
18;3199,12;54829
18;3336,75;57991
18;3438,44;59287
18;3519,07;66162
38;3352,29;123549
18;3581,68;71524
19;3338,67;56879
23;3476,5;89294
23;3139,07;78001
18;3654,08;57270
18;3460,67;61609
20;3349,91;60936
20;3297,56;65735
18;3236,7;58156
35;3528,37;128349
19;3316,58;67318
20;3370,36;62659
21;3074,62;66272
18;3215,53;58460
18;3598,37;65752
18;3579,79;63383
18;3212,3;60017
18;3797,62;68367
22;3477,24;74141
18;3327,45;59535
18;3541,47;66438
18;3341,05;60162
18;3510,39;61724
18;3285,82;62781
32;3560,34;110753
19;3581,86;75994
19;3528,88;62589
18;3441,07;68335
18;3516,85;59481
18;3441,11;60076
18;3550,91;63403
19;3015,34;57339
24;3389,05;80752
18;3267,38;61487
35;3290,44;116892
19;3211,38;52783
18;3740,29;62733
18;3180,54;58816
18;3285,3;57341
18;3286,54;57151
19;3531,87;64668
22;3450,68;80636
18;3758,58;64540
18;3375,34;56152
18;3326,64;55789
18;3442,25;66447
20;3348,43;64292
18;3395,17;63426
42;3348,94;150351
18;3356,85;59194
23;3634,6;78680
18;3423,55;51377
18;3311,64;60075
18;3171,73;56281
18;3376,03;66765
18;3352,55;63356
18;3326,6;68353
18;3435,17;63677
22;3581,32;73564
19;3516,22;63344
18;3699,78;79293
18;3288,88;56381
18;3209,56;56549
20;3338,29;65888
19;3586,55;68551
18;3566,31;63490
18;3385,64;56508
24;3154,55;79192
18;3213,47;58824
21;3856,1;85028
18;3332,21;58717
20;3441,05;73695
20;3228,84;61723
18;3601,76;59564
21;2916,08;69272
18;3618,52;66248
19;3227,66;67159
29;2834,98;83954
21;3479,75;73789
18;3367,27;63904
31;3266,15;105522
19;3246,53;62169
18;3466,1;60654
22;3346,16;74797
26;3343,93;83850
20;3646,44;72789
18;3297,76;57074
19;3239,25;62819
18;3475,23;68983
18;3620,93;67242
18;3303,88;58693
18;3351,89;61425
18;3379,62;68610
18;3399,14;63349
23;3131,14;69295
18;3593,93;69042
20;3436,52;72377
18;3418,39;65790
19;3253,48;61036
18;3422,13;53344
18;3527,33;67527
18;3381,46;56407
18;3491,22;58417
29;3529,42;105722
18;3270,36;55478
19;3582,58;68221
18;3333,34;58979
21;3402,9;67434
69;3344,65;225988
18;3216,04;57348
18;3740,32;67689
20;3338,71;74507
20;3279,15;62741
18;3341,88;59634
20;3745,06;72936
18;3420,67;52118
18;3728,37;62317
19;3196,52;63174
18;3469,79;61115
20;3330,75;66327
18;3455,27;68982
18;3110,96;54273
18;3309,88;57608
18;3177,22;60746
18;3478,8;66744
18;3269,73;59237
23;3442,33;80044
18;3605,22;71186
19;3257,51;58439
20;3271,65;63834
19;2999,46;58861
18;3283,18;56622
20;3498,99;68535
20;3260,04;62021
18;3888,54;72911
18;3119,81;57776
18;3491,12;64693
18;3241,31;66352
22;3238,95;74946
18;3657,92;58287
19;3456,35;59496
18;3234,96;55363
19;3514,37;73063
18;3234,74;65383
20;3327,51;65512
18;3463,01;68800
18;3384,72;60239
19;3508,03;67545
18;3679,46;70228
18;3504,38;60708
20;3467,77;73720
18;3549,17;63188
19;3630,14;68176
22;3816,87;82422
18;3308,54;60601
18;3618,78;58254
18;3438,96;67526
18;3331,03;54177
20;3507,11;68414
18;3365,36;59324
20;3364,27;61130
19;3440,64;71016
18;3264,57;56863
20;3161,58;57739
23;3422,09;75306
18;3539,32;56312
18;3358,87;64674
18;3169,34;52813
18;3304,05;52921
18;3681,39;71001
18;3289,73;56967
18;3400,75;60636
18;3204,36;50499
18;3545,83;69057
18;3432,63;58257
18;3315,71;59614
18;3062,13;54171
18;3360,91;63234
20;3474,67;71067
24;3327,15;78220
18;3363,93;52826
18;3172,9;60162
24;3253,36;71621
18;3489,92;61630
18;3102,32;52748
20;3618,44;67125
18;3423,84;66403
18;3214,77;63089
18;3320,78;57622
18;3418,33;54692
34;3073,24;105486
18;3082,73;54735
19;3397,54;61178
18;3525,49;69648
18;3360,79;58252
19;3289,23;62577
19;3114,66;60611
51;3356,13;173868
18;3564,96;63245
18;3261,96;58752
18;3333,32;57807
18;3414,84;56919
18;3432,76;58436
19;3760,79;79642
21;3201,21;63478
21;3131,95;62559
21;3358,59;73183
19;3339,82;68816
20;3484,7;69604
18;3473,14;58950
86;3068,94;261605
18;3340,21;61230
18;3544,84;62371
19;3532,57;67513
18;3445,92;63985
18;3458,85;59647
19;3659,07;64754
18;3572,16;59690
22;3300,71;73031
18;3416,47;67811
18;3073,58;58211
18;3115,06;56051
18;3388,89;65236
18;3399,03;64970
18;3031,36;44838
19;3726,79;68403
18;3733,45;69351
18;3456,13;66085
19;3560,53;67946
18;3206,63;58650
18;3555,77;67349
18;3500,26;66399
19;3309,91;59725
18;3273,76;60316
19;3455,3;65732
19;3505,76;67594
18;3430,79;65375
18;3667,77;63611
40;3289,99;131271
18;3459,64;64553
18;3275,32;53861
18;3259,06;62929
18;3079,38;65214
20;3330,14;72123
21;3461,77;69613
18;3427,64;59309
18;3541,16;61838
18;3479,37;57027
18;3039,29;58235
19;3134,04;52696
19;3152,2;59845
19;3365,37;67514
19;3517,98;64437
18;3245;55193
18;3201,98;56354
18;3220,44;64734
19;3524,9;65308
18;3553,54;64729
18;3334,47;54415
18;3413,19;57184
20;3255,1;65353
18;3549,27;62372
19;3106,96;63082
18;3554,18;65229
21;3682,88;76285
38;3423,08;130184
18;3779,85;72371
18;3595,61;60378
20;3512,58;72637
19;3246,59;64774
18;3661,59;66104
19;3512,55;66890
29;3035,09;78524
24;3111,67;73196
20;3441,73;69419
18;3152,4;59797
18;3455,16;59648
18;3392,65;65728
18;3162,2;51635
18;3513,27;62601
18;3414,03;67707
18;3435,39;67214
19;3612,99;69043
21;3491,64;75891
19;3146,03;63500
18;3392,35;58889
18;3453,93;65030
20;3410,44;70034
18;3417,17;60835
19;3139,81;68148
30;3073,12;92867
19;3403,89;59156
18;3370,75;63684
18;3367,36;62301
18;3412,81;59763
19;3452,5;66550
18;3376,87;56741
18;3137,91;60747
18;3463,32;70173
21;3598,53;79237
18;3144,78;54889
18;3666,2;62531
18;3590,32;61152
20;3460,87;72873
18;3273;57426
31;3361,57;98683
18;3291,24;65999
19;3317,85;58323
18;3448,71;61993
18;3727,31;64292
18;3391,94;60025
20;3392,71;73095
18;3280,15;61285
26;3293,81;84632
18;3541,08;67714
18;3399,25;58720
103;3323,12;344481
18;3544,25;56493
18;3525,03;69397
18;3363,85;53246
18;3650,99;64261
18;3008,36;60515
19;3308,19;65168
19;3269,28;61944
18;3095,32;61434
18;3346,71;55943
18;3377,29;58264
18;3274,58;56768
28;3286,2;84648
18;3257,62;60265
18;3424,14;62891
22;3412,33;74755
18;3667,27;67618
42;3013,4;130659
18;3213,61;57400
106;3038,68;329859
18;3311,21;55665
19;3576,95;69782
18;3595,68;62830
19;3681,14;69001
18;3833,39;72957
18;3503,57;67892
20;3233,34;66935
20;3231,94;62107
40;3030,47;124949
18;3728,93;65261
19;3599,85;68241
18;3360,92;59208
35;3203,47;114387
18;3287,43;53858
18;3499,34;57838
18;3425,56;58265
28;3105,93;85356
18;3542,4;69834
18;3482,68;53006
22;3179,54;75243
19;3612,26;66744
25;3520,38;94415
21;3426,03;68854
18;3471,26;52575
18;3196,12;55379
18;3791,71;68578
18;3054,1;48070
44;3359,42;143865
25;3345,5;80401
19;3340,03;53340
18;3288,47;51501
19;3260,72;64396
18;3489,65;63209
18;3421,17;52136
20;3286,46;66526
27;3442,23;90655
18;3288,9;59526
18;3564,71;65507
31;3458,68;100306
20;3229,58;60357
18;3362,28;69453
19;3089,53;64067
19;3530,46;68923
18;3160,49;54670
21;3437,52;68800
20;3293,44;75037
18;3394,29;52651
18;3648,89;67330
18;3235,94;60601
18;3335,9;57654
21;3482,86;73660
20;3672,53;71863
19;3468,71;70492
19;3371,94;61094
18;3151,29;54096
18;3133,48;58522
18;3201,09;61869
19;3621,08;71699
19;3435,62;70184
18;3639,27;63918
18;3435,41;63548
18;3317,96;57380
19;3415,56;63155
19;3469,45;70787
18;3444,01;55472
19;3350,22;59664
18;3564,34;56713
18;3448,15;54211
18;3254,36;62333
18;3203,04;58697
18;3273,25;55887
23;3355,17;80468
18;3318,5;57510
18;3528,15;74731
19;3354,57;70703
20;3397,64;64089
34;3226,77;112373
18;3523,87;63671
19;3472,29;62799
26;3459,67;92900
18;3239,77;60559
20;3337,36;67318
18;3614,61;65695
18;3549,39;61853
18;3369,69;62893
20;3242,09;68561
28;3291,5;87470
29;3370,41;99808
18;3559,21;62276
18;3660,37;65076
22;3511,68;71463
51;3391,48;172692
19;3690,37;70235
18;3560,13;67337
21;3523,73;78045
32;3187,14;113058
19;3197,7;61410
18;3730,41;63829
18;3532,21;59300
18;3459,39;59691
18;3554,96;58730
18;3740,51;57984
18;3300,69;59838
18;3575,14;64251
18;3400,63;56071
18;3090,08;55516
18;3563,77;66214
19;3367,51;60307
20;3793,9;78922
18;3253,47;55851
23;3392,2;77931
18;2980,91;52441
18;3335,94;52054
18;3197,91;58639
18;3406,86;64128
18;3340,76;69003
20;3411,81;69559
21;3289,82;70232
25;3648,93;93616
19;3240,45;60233
19;3321,17;60970
18;3489,19;63128
22;2978,41;58811
18;3555,57;73294
18;3072,43;57100
18;3481,6;60522
18;3399,28;68689
18;3430,24;51626
18;3520,33;69738
27;3450,74;93972
54;3031,17;154691
18;3211,28;51150
18;3390,04;52213
119;3022,27;352764
19;3235,91;53995
26;3327,44;86072
23;3752,5;85761
18;3855,33;72325
18;2970,29;49279
19;3020,9;54556
18;3595,19;60752
18;3360,26;69607
18;3647,72;65799
18;3354,12;69318
18;3422,37;73535
18;3609,49;70023
18;3451,36;61740
18;3363,47;63520
18;3202,32;60870
19;3551,07;61779
19;3422,05;71591
19;3445,37;64561
27;3245,58;98694
18;3300,14;58444
18;3409,51;61453
19;3339,46;74141
18;3151,56;56693
44;3327,16;147171
19;3276,85;60460
18;3493,06;56742
19;3674,54;70207
18;3394,7;56894
18;3501;65792
20;3207,94;62272
18;3400,89;60720
18;3588,27;69048
19;3472,74;65920
18;3462,58;58956
18;3247,55;52566
40;3057,49;117723
38;3465,88;132958
18;3362,56;62678
18;3696,36;64176
18;3349,83;67314
57;3131,86;174496
19;3068,3;58111
18;3558,99;57562
18;3332,72;60209
18;3353,28;54942
18;3576,42;61765
18;3365,66;58236
18;3313,2;62130
18;3722,4;65331
18;3405,92;62641
21;3488,29;68526
18;3453,92;64226
18;3062;58527
26;3340,16;82448
18;3375,87;58637
21;3347,17;66946
32;3374,51;111127
18;3181,04;53884
19;3481,56;72724
18;3453,56;61285
18;3328,72;57598
18;3504,89;64280
18;3355,53;70698
18;3410,27;58780
18;3319,03;62809
18;3357,81;63697
19;3614,86;64165
18;3371,76;58686
19;3560,89;69170
18;3442,06;65964
18;3326,19;58233
18;3366,22;55268
18;3378,35;55775
18;3439,43;63231
18;3396,48;65715
18;3464,32;61170
24;3300,43;78786
49;3257,01;156729
36;3400,98;118693
21;3035,44;60904
21;3494,34;72209
18;3526,11;56262
18;3675,85;66849
31;3244,33;102724
22;3483,78;81733
18;3454,7;58018
18;3155,6;52479
18;3606,36;61250
18;3093,37;60463
18;3358,32;61938
18;3479,45;57968
18;3433,9;57343
20;3150,48;57824
21;3440,72;72584
18;3537,71;63315
18;3347,12;57533
18;3475,99;64182
82;3420,39;283595
18;3496,88;57768
19;3635,81;67921
18;3407,59;65072
28;3498,7;97868
18;3246,95;61570
31;3226,46;96195
18;3002,72;51281
18;3613,4;59221
26;3342,76;89535
18;3348,51;63286
18;3555,27;59808
19;3336,6;69611
18;3482,14;60281
18;3167,93;52338
18;3077,15;55037
18;3464,83;63930
18;3433,94;61593
19;3339,27;68911
18;3590,29;65338
18;3630,76;68880
18;3219,67;65642
18;3240,17;63757
18;3695,7;64889
18;3808,52;74318
18;3432,08;54492
18;3256,78;53178
19;3737,87;70777
23;3194,21;70031
18;3434,92;57466
22;3502,96;80291
21;3292,28;61682
18;3570,1;65898
20;3931,53;81525
18;3213,29;58280
18;3490,88;72116
18;3367,08;56188
23;3323,13;83173
19;3349,23;60463
20;3642,17;73993
18;3539,89;62802
18;3532,42;64116
18;3422,96;60769
27;3109,32;83057
